FID,OBJECTID,HIFLD_FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape_Leng,SHAPE_Length,SHAPE_Area
6010,6403,10000877,RAINBOW CONSERVATION CAMP #2,8215 RAINBOW HEIGHTS ROAD,FALLBROOK,CA,92028,NOT AVAILABLE,(760) 728-2554,STATE,OPEN,100,SAN DIEGO,6073,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,10/27/14,IMAGERY,10/26/17 0:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,100,0.006220391,758.0037773,2.82E-06
6011,6404,10000776,LEO CHESNEY COMMUNITY CORRECTIONAL FACILITY,2800 APRICOT ST,LIVE OAK,CA,95953,NOT AVAILABLE,NOT AVAILABLE,STATE,CLOSED,0,SUTTER,6101,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cimriders4ccpoa.com/2013/09/open-open-open.html,11/1/15,IMAGERY,10/26/17 0:00,NOT AVAILABLE,MINIMUM,-999,0.007662193,964.2968122,3.12E-06
6012,6405,10000910,SOUTHERN YOUTH CORR RECEPTION CENTER / CLINIC,13200 SOUTH BLOOMFIELD AVENUE,NORWALK,CA,90650,NOT AVAILABLE,NOT AVAILABLE,STATE,CLOSED,0,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Juvenile_Justice/DJJ_History/Index.html,11/1/15,IMAGERY,10/26/17 0:00,NOT AVAILABLE,JUVENILE,-999,0.013480093,1586.113149,7.05E-06
6013,6406,10000792,NORTHERN CALIFORNIA WOMEN'S FACILITY,7150 E ARCH RD,STOCKTON,CA,95205,NOT AVAILABLE,NOT AVAILABLE,STATE,CLOSED,0,SAN JOAQUIN,6077,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.recordnet.com/apps/pbcs.dll/article?AID=/20070405/A_NEWS/704050329,11/1/15,IMAGERY,10/26/17 0:00,NOT AVAILABLE,MEDIUM,-999,0.012745808,1580.545249,1.20E-05
6014,6407,10000829,BAKER COMMUNITY CORRECTIONAL FACILITY,10 LAKEVIEW DR,BAKER,CA,92309,NOT AVAILABLE,NOT AVAILABLE,STATE,CLOSED,0,SAN BERNARDINO,6071,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/News/Press_Release_Archive/2009_Press_Releases/Oct_26.html,11/1/15,IMAGERY,10/26/17 0:00,NOT AVAILABLE,MINIMUM,-999,0.013234611,1639.845176,1.09E-05
6015,6408,10000783,PRESTON YOUTH CORRECTIONAL FACILITY,201 WATERMAN ROAD,IONE,CA,95640,NOT AVAILABLE,NOT AVAILABLE,STATE,CLOSED,0,AMADOR,6005,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Juvenile_Justice/DJJ_History/Index.html,11/1/15,IMAGERY,10/26/17 0:00,NOT AVAILABLE,JUVENILE,-999,0.027692719,3466.945745,2.76E-05
6016,6409,10000903,FRED C NELLES YOUTH CORRECTIONAL FACILITY,11850 E WHITTIER BLVD,WHITTIER,CA,90601,NOT AVAILABLE,NOT AVAILABLE,STATE,CLOSED,0,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.laalmanac.com/crime/cr26.htm,11/1/15,IMAGERY,10/26/17 0:00,NOT AVAILABLE,JUVENILE,-999,0.021867733,2753.172004,2.51E-05
6017,6410,10002332,CLAREMONT CUSTODY CENTER,185 WEST GALE AVENUE,COALINGA,CA,93210,NOT AVAILABLE,NOT AVAILABLE,STATE,CLOSED,0,FRESNO,6019,USA,922140,CORRECTIONAL INSTITUTIONS,"http://file.lacounty.gov/bos/supdocs/66320.pdf, http://www.fresnobee.com/2014/09/03/4103271/coalinga-could-put-jail-up-for.html",11/1/15,IMAGERY,10/26/17 0:00,NOT AVAILABLE,MEDIUM,-999,0.008632837,1043.871599,1.67E-06
6018,6411,10000838,OAK GLEN CONSERVATION CAMP #35,41100 PINEBENCH ROAD,YUCAIPA,CA,92399,NOT AVAILABLE,(909) 797-0196,STATE,OPEN,129,SAN BERNARDINO,6071,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,9/19/17,IMAGERY,10/26/17 0:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,160,0.008005468,994.005651,3.98E-06
6019,6412,10000851,CENTRAL VALLEY MODIFIED COMMUNITY CORRECTIONAL FACILITY,254 TAYLOR AVENUE,MCFARLAND,CA,93250,NOT AVAILABLE,(661) 792-3492,STATE,OPEN,-999,KERN,6029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Facilities_Locator/Community_Correctional_Facilities.html,10/26/17,IMAGERY,10/26/17 0:00,https://www.geogroup.com/Locations,MEDIUM,700,0.006749433,821.7500522,3.00E-06
6159,6552,10001537,EAST MESA REENTRY FACILITY,"446 ALTA ROAD , STE. 5200",SAN DIEGO,CA,92158,NOT AVAILABLE,(619) 210-0334,COUNTY,OPEN,716,SAN DIEGO,6073,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sdsheriff.net/detentionfacilities.html,2/12/18,IMAGERY,2/13/18 0:00,http://www.sdsheriff.net/detentionfacilities.html,MEDIUM,760,0.00695527,843.0296879,2.66E-06
6176,6569,10005276,JANE HAHN JUVENILE HALL,306 NORTH VILLA AVENUE,WILLOWS,CA,95988,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,GLENN,6021,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.countyofglenn.net/dept/probation/juvenile-hall/welcome,2/19/18,IMAGERY,2/19/18 0:00,NOT AVAILABLE,JUVENILE,22,0.002236748,265.9075366,2.05E-07
6184,6577,10000790,SAN QUENTIN STATE PRISON (SQ),MAIN STREET,SAN QUENTIN,CA,94964,NOT AVAILABLE,(415) 454-1460,STATE,OPEN,3989,MARIN,6041,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,10/18/17,IMAGERY,10/25/17 0:00,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,3082,0.021834528,2744.505051,1.56E-05
6186,6579,10000817,CORRECTIONAL TRAINING FACILITY (CTF),SOLEDAD PRISON ROAD,SOLEDAD,CA,93960,NOT AVAILABLE,(831) 678-3951,STATE,OPEN,4983,MONTEREY,6053,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,10/18/17,IMAGERY,10/24/17 0:00,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,3312,0.033609676,4051.370962,3.68E-05
6188,6581,10002344,MCFARLAND FEMALE COMMUNITY REENTRY FACILITY,120 TAYLOR AVENUE,MCFARLAND,CA,93250,NOT AVAILABLE,(661) 792-1078,STATE,OPEN,-999,KERN,6029,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cdcr.ca.gov/Facilities_Locator/Community_Correctional_Facilities.html, https://www.geogroup.com/Locations",10/26/17,IMAGERY,10/26/17 0:00,https://www.geogroup.com/Locations,MINIMUM,300,0.002729927,345.7746129,4.40E-07
6193,6586,10005273,CHAMBERLAIN CREEK CONSERVATION CAMP #17,15800 STATE HIGHWAY 20,FORT BRAGG,CA,95437,NOT AVAILABLE,(707) 964-3518,STATE,OPEN,100,MENDOCINO,6045,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,12/31/15,IMAGERY,10/25/17 0:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,0.006749158,892.3610303,2.47E-06
6195,6588,10000780,FOLSOM STATE PRISON (FSP),300 PRISON ROAD,REPRESA,CA,95671,NOT AVAILABLE,(916) 985-2561,STATE,OPEN,2507,SACRAMENTO,6067,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,10/18/17,IMAGERY,10/25/17 0:00,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,2066,0.028465864,3596.579506,2.69E-05
6196,6589,10000857,CALIFORNIA REHABILITATION CENTER (CRC),5TH STREET AND WESTERN AVENUE,NORCO,CA,92860,NOT AVAILABLE,(951) 737-2683,STATE,OPEN,2599,RIVERSIDE,6065,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,10/18/17,IMAGERY,10/24/17 0:00,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,2491,0.023051037,2711.018395,2.88E-05
6197,6590,10000861,IRONWOOD STATE PRISON (ISP),19005 WILEY'S WELL ROAD,BLYTHE,CA,92225,NOT AVAILABLE,(760) 921-3000,STATE,OPEN,3088,RIVERSIDE,6065,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,10/18/17,IMAGERY,10/25/17 0:00,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,2200,0.03811702,4529.167014,4.59E-05
6212,6605,10000813,FRESNO COUNTY JAIL SATELLITE,110 M ST,FRESNO,CA,93721,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,FRESNO,6019,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.fresno.ca.us/ViewDocument.aspx?id=21795,2/15/16,IMAGERY,2/9/18 0:00,http://www.co.fresno.ca.us/DivisionPage.aspx?id=20609,NOT AVAILABLE,200,0.005990113,718.9964654,2.18E-06
6215,6608,10002314,PLACER COUNTY JAIL,2775 RICHARDSON DRIVE,AUBURN,CA,95603,NOT AVAILABLE,(530) 745-8500,COUNTY,OPEN,353,PLACER,6061,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, https://www.placer.ca.gov/departments/Sheriff/Corrections",2/12/18,IMAGERY,2/12/18 0:00,https://www.placer.ca.gov/departments/Sheriff/Corrections,MAXIMUM,486,0.007390809,913.4725879,1.90E-06
6220,6613,10005326,KINGS COUNTY BRANCH JAIL,690 EAST DRIVE,HANFORD,CA,93230,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,125,KINGS,6031,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, http://hanfordsentinel.com/branch-jail-reopens-to-address-inmate-crush/article_20bbb898-ff94-11e2-bd54-001a4bcf887a.html",2/9/18,IMAGERY,2/9/18 0:00,NOT AVAILABLE,MEDIUM,116,0.00531584,657.2969328,1.20E-06
6229,6622,10005282,KONOCTI CONSERVATION CAMP #27,8275 SOUTH STATE HIGHWAY 29,LOWER LAKE,CA,95457,NOT AVAILABLE,(707) 994-2437,STATE,OPEN,95,LAKE,6033,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,5/25/16,IMAGERY,10/25/17 0:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,0.006922189,855.2794055,2.82E-06
6258,6651,10000782,MULE CREEK STATE PRISON (MCSP),4001 STATE HIGHWAY 104,IONE,CA,95640,NOT AVAILABLE,(209) 274-4911,STATE,OPEN,3698,AMADOR,6005,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,10/18/17,IMAGERY,10/25/17 0:00,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,3284,0.019953831,2424.357206,2.68E-05
6260,6653,10000850,GOLDEN STATE MODIFIED COMMUNITY CORRECTIONAL FACILITY,611 FRONTAGE ROAD,MCFARLAND,CA,93250,NOT AVAILABLE,(661) 792-2731,STATE,OPEN,-999,KERN,6029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Facilities_Locator/Community_Correctional_Facilities.html,10/26/17,IMAGERY,10/26/17 0:00,https://www.geogroup.com/Locations,MEDIUM,700,0.006723762,817.9490568,2.95E-06
6292,6685,10002354,MIRA LOMA DETENTION CENTER,45100 60TH STREET WEST,LANCASTER,CA,93536,NOT AVAILABLE,NOT AVAILABLE,FEDERAL,CLOSED,0,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,"http://file.lacounty.gov/bc/q4_2012/cms1_187875.pdf, http://bos.lacounty.gov/LinkClick.aspx?fileticket=OHHfpz5dHAE%3D&portalid=1, ICE_Pop_April13.pdf",10/19/15,IMAGERY,9/29/17 0:00,NOT AVAILABLE,MINIMUM,1200,0.021181824,2569.974404,1.82E-05
6317,6013,10006306,CAI - BOSTON AVENUE,2727 BOSTON AVENUE,SAN DIEGO,CA,92113,NOT AVAILABLE,(619) 232-1066,MULTI,OPEN,-999,SAN DIEGO,6073,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cca.com/locations,10/12/17,IMAGERY,10/12/17 0:00,http://www.cca.com/locations,MINIMUM,120,0.001443918,177.5977652,1.29E-07
6321,6017,10005301,ALAMEDA CITY JAIL,1555 OAK STREET,ALAMEDA,CA,94501,NOT AVAILABLE,NOT AVAILABLE,LOCAL,CLOSED,0,ALAMEDA,6001,USA,922140,CORRECTIONAL INSTITUTIONS,https://alamedaca.gov/police/key-contacts,5/16/18,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.001427435,175.4888142,1.21E-07
6322,6018,10005341,INDIO JUVENILE HALL,47665 OASIS STREET,INDIO,CA,92201,6950,(760) 863-7600,COUNTY,OPEN,-999,RIVERSIDE,6065,USA,922140,CORRECTIONAL INSTITUTIONS,http://rcprob.us/index.html,2/12/18,IMAGERY,2/12/18 0:00,http://rcprob.us/index.html,JUVENILE,82,0.006035008,711.2322718,1.53E-06
6323,6019,10005340,COIS M. BYRD DETENTION CENTER,30755-B AULD ROAD,MURRIETA,CA,92563,NOT AVAILABLE,(951) 696-3050,COUNTY,OPEN,1108,RIVERSIDE,6065,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/12/18,IMAGERY,2/12/18 0:00,http://www.riversidesheriff.org/corrections/,NOT AVAILABLE,-999,0.008127767,991.5935012,2.02E-06
6324,6020,10005287,TAHOE CITY JAIL,2501 NORTH LAKE BOULEVARD,TAHOE CITY,CA,96145,NOT AVAILABLE,NOT AVAILABLE,COUNTY,NOT AVAILABLE,-999,PLACER,6061,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.placer.ca.gov/maps, https://www.placer.ca.gov/departments/sheriff/corrections",2/19/18,UNVERIFIED,2/19/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.005719033,726.7503919,2.10E-06
6325,6021,10005342,VAN HORN YOUTH CENTER,10000 COUNTY FARM ROAD,RIVERSIDE,CA,92503,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,RIVERSIDE,6065,USA,922140,CORRECTIONAL INSTITUTIONS,http://rcprob.us/about/history.html,2/12/18,IMAGERY,2/12/18 0:00,NOT AVAILABLE,JUVENILE,44,0.003222883,410.7759149,4.63E-07
6332,6028,10005357,SAN DIEGO COUNTY JUVENILE RANCH FACILITY,957 FOREST GATE ROAD,CAMPO,CA,91906,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,SAN DIEGO,6073,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sandiegouniontribune.com/sdut-juvenile-ranch-closure-2015jul14-htmlstory.html,7/14/15,IMAGERY,2/19/18 0:00,NOT AVAILABLE,JUVENILE,250,0.012896569,1585.795871,9.64E-06
6333,6029,10005352,SANTA BARBARA COUNTY MEDIUM SECURITY FACILITY,4436 CALLE REAL,SANTA BARBARA,CA,93110,NOT AVAILABLE,(805) 681-4260,COUNTY,OPEN,206,SANTA BARBARA,6083,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, http://www.sbcgj.org/2017/DetentionFacilities.pdf",2/16/18,IMAGERY,2/16/18 0:00,NOT AVAILABLE,MEDIUM,160,0.003490062,435.7276354,6.16E-07
6347,6043,10005266,TEHAMA COUNTY JAIL,502 OAK STREET,RED BLUFF,CA,96080,NOT AVAILABLE,(530) 529-7910,COUNTY,OPEN,265,TEHAMA,6103,USA,922140,CORRECTIONAL INSTITUTIONS,https://tehamaso.org/jail-division/current-inmates/,2/16/18,IMAGERY,2/16/18 0:00,https://tehamaso.org/jail-division/,NOT AVAILABLE,227,0.002627518,327.7794758,4.08E-07
6348,6044,10006221,CAMP KILPATRICK,427 S. ENCINAL CYN. RD,MALIBU,CA,90265,NOT AVAILABLE,(818) 889-1353,COUNTY,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,2/15/16,IMAGERY,2/9/18 0:00,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,JUVENILE,-999,0.00571019,697.1108638,1.98E-06
6349,6045,10006222,CAMP MILLER,433 S. ENCINAL CYN. RD.,MALIBU,CA,90265,NOT AVAILABLE,(818) 889-0260,COUNTY,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,2/15/16,IMAGERY,2/9/18 0:00,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,JUVENILE,-999,0.006863377,843.0953971,3.07E-06
6350,6046,10005318,MURIEL WRIGHT RESIDENTIAL CENTER,298 BERNAL ROAD,SAN JOSE,CA,95119,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,SANTA CLARA,6085,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sccgov.org/sites/bos/Management%20Audit/Documents/Probation_Admin_and_Support_Audit072613.pdf,7/26/13,IMAGERY,2/19/18 0:00,NOT AVAILABLE,JUVENILE,-999,0.005867808,710.2630573,2.12E-06
6351,6047,10006225,CAMP PAIGE,6601 N. STEPHEN RANCH ROAD,LA VERNE,CA,91750,NOT AVAILABLE,(909) 593-4921,COUNTY,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,2/15/16,IMAGERY,2/9/18 0:00,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,JUVENILE,-999,0.006924426,832.6547522,2.62E-06
6352,6048,10005292,SONOMA COUNTY SIERRA YOUTH CENTER,538 ELIZA WAY,SANTA ROSA,CA,95409,NOT AVAILABLE,NOT AVAILABLE,COUNTY,NOT AVAILABLE,-999,SONOMA,6097,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sonoma-county.org/probation/juvenile_facilities/index.htm,2/16/18,IMAGERY,2/16/18 0:00,NOT AVAILABLE,JUVENILE,22,0.005918239,775.1500313,1.84E-06
6353,6049,10005300,STANISLAUS COUNTY MEN'S JAIL,1115 H STREET,MODESTO,CA,95354,NOT AVAILABLE,(209) 491-8727,COUNTY,OPEN,376,STANISLAUS,6099,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.scsdonline.com/ad/detention-facilities.html,2/16/18,IMAGERY,2/16/18 0:00,https://www.scsdonline.com/ad/detention-facilities.html,NOT AVAILABLE,-999,0.002102545,259.9030336,1.71E-07
6387,6083,10000892,MDC LOS ANGELES,535 NORTH ALAMEDA STREET,LOS ANGELES,CA,90012,NOT AVAILABLE,(213) 485-0439,FEDERAL,OPEN,713,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/16,IMAGERY,9/29/17 0:00,https://www.bop.gov/locations/,MAXIMUM,735,0.002827354,344.6337763,3.71E-07
6388,6084,10000867,USP LOMPOC CAMP,3901 KLEIN BLVD,LOMPOC,CA,93436,NOT AVAILABLE,(805) 735-2771,FEDERAL,OPEN,253,SANTA BARBARA,6083,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/16,IMAGERY,9/29/17 0:00,https://www.bop.gov/locations/,MINIMUM,276,0.012517684,1466.875033,4.72E-06
6411,6107,10006299,USP LOMPOC NORTH CAMP,3901 KLEIN BLVD,LOMPOC,CA,93436,NOT AVAILABLE,(805) 735-2771,FEDERAL,OPEN,123,SANTA BARBARA,6083,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/16,IMAGERY,9/29/17 0:00,https://www.bop.gov/locations/,MINIMUM,160,0.003268527,405.9204679,6.94E-07
6430,6126,10000833,FCI VICTORVILLE MEDIUM II CAMP,13777 AIR EXPRESSWAY BOULEVARD,VICTORVILLE,CA,92394,NOT AVAILABLE,(760) 530-5700,FEDERAL,OPEN,278,SAN BERNARDINO,6071,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/16,IMAGERY,9/29/17 0:00,https://www.bop.gov/locations/,MINIMUM,256,0.006223708,757.3108465,2.16E-06
6432,6128,10000887,FCI TERMINAL ISLAND,1299 SEASIDE AVENUE,SAN PEDRO,CA,90731,NOT AVAILABLE,(310) 831-8961,FEDERAL,OPEN,1185,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/16,IMAGERY,9/29/17 0:00,https://www.bop.gov/locations/,MINIMUM,781,0.013208765,1685.125416,7.51E-06
6433,6129,10000806,USP ATWATER,1 FEDERAL WAY,ATWATER,CA,95301,NOT AVAILABLE,(209) 386-0257,FEDERAL,OPEN,1104,MERCED,6047,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/16,IMAGERY,9/29/17 0:00,https://www.bop.gov/locations/,MAXIMUM,880,0.017073801,2092.866242,1.63E-05
6434,6130,10000871,MCC SAN DIEGO,808 UNION STREET,SAN DIEGO,CA,92101,NOT AVAILABLE,(619) 232-4311,FEDERAL,OPEN,949,SAN DIEGO,6073,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/16,IMAGERY,9/29/17 0:00,https://www.bop.gov/locations/,MAXIMUM,582,0.001199428,145.2038,8.95E-08
6435,6131,10000831,FCI VICTORVILLE MEDIUM II,13777 AIR EXPRESSWAY BOULEVARD,VICTORVILLE,CA,92394,NOT AVAILABLE,(760) 530-5700,FEDERAL,OPEN,1216,SAN BERNARDINO,6071,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/16,IMAGERY,9/29/17 0:00,https://www.bop.gov/locations/,MEDIUM,1152,0.017441822,2064.181865,1.85E-05
6436,6132,10000832,FCI VICTORVILLE MEDIUM I,13777 AIR EXPRESSWAY BOULEVARD,VICTORVILLE,CA,92394,NOT AVAILABLE,(760) 246-2400,FEDERAL,OPEN,1235,SAN BERNARDINO,6071,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/16,IMAGERY,9/29/17 0:00,https://www.bop.gov/locations/,MEDIUM,1152,0.015254499,1900.825366,1.68E-05
6437,6133,10000863,FCI LOMPOC,3600 GUARD RD,LOMPOC,CA,93436,NOT AVAILABLE,(805) 736-4154,FEDERAL,OPEN,1257,SANTA BARBARA,6083,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/16,IMAGERY,9/29/17 0:00,https://www.bop.gov/locations/,MINIMUM,860,0.018315569,2229.928509,1.75E-05
6438,6134,10000864,USP LOMPOC,3901 KLEIN BLVD,LOMPOC,CA,93436,NOT AVAILABLE,(805) 735-2771,FEDERAL,OPEN,947,SANTA BARBARA,6083,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/16,IMAGERY,9/29/17 0:00,https://www.bop.gov/locations/,MEDIUM,1009,0.014739888,1795.181094,1.41E-05
6469,6165,10002330,FCI DUBLIN CAMP,5675 8TH STREET,DUBLIN,CA,94568,NOT AVAILABLE,(925) 833-7500,FEDERAL,OPEN,206,ALAMEDA,6001,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/16,IMAGERY,9/29/17 0:00,https://www.bop.gov/locations/,MINIMUM,194,0.010122537,1219.070538,4.27E-06
6479,6175,10005303,FCI DUBLIN,5701 8TH STREET,DUBLIN,CA,94568,NOT AVAILABLE,(925) 833-7500,FEDERAL,OPEN,1019,ALAMEDA,6001,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/16,IMAGERY,9/29/17 0:00,https://www.bop.gov/locations/,MINIMUM,702,0.014671765,1800.935322,1.31E-05
6480,6176,10005261,HERLONG FCI CAMP,741-925 ACCESS RD A-25,HERLONG,CA,96113,NOT AVAILABLE,(530) 827-8000,FEDERAL,OPEN,107,LASSEN,6035,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/16,IMAGERY,9/29/17 0:00,https://www.bop.gov/locations/,MINIMUM,128,0.00656104,821.3293673,1.93E-06
6506,6202,10000874,WESTERN REGION DETENTION FACILITY,220 WEST C STREET,SAN DIEGO,CA,92101,NOT AVAILABLE,(619) 232-9221,FEDERAL,OPEN,733,SAN DIEGO,6073,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.justice.gov/archive/ofdt/prisoner-location.htm#california, https://www.geogroup.com/Locations",10/19/15,IMAGERY,9/29/17 0:00,https://www.geogroup.com/Locations,MAXIMUM,770,0.006601988,826.89905,1.04E-06
